"Table_Number","Year","Measure","Age","Sex","Indigenous_Status","Remoteness","Description1","Description2","Description3","Description4","Description5","Description6","Description7","Description8","Uncertainty","Data_Source","Unit","NSW","Vic","Qld","WA","SA","Tas","ACT","NT","Total","Aust"
"CtG1A.2","2020-22","Life expectancy at birth","All ages","Males","Aboriginal and Torres Strait Islander people","Inner and outer regional","Estimated life expectancy at birth","","","Aboriginal and Torres Strait Islander people","","Males","","Inner and outer regional","","ABS Life Tables for Aboriginal and Torres Strait Islander Australians","years","","","","","","","","","","72.8"
"CtG1A.2","2020-22","Life expectancy at birth","All ages","Males","Aboriginal and Torres Strait Islander people","Inner and outer regional","Estimated life expectancy at birth","","","Aboriginal and Torres Strait Islander people","","Males","Lower 95% confidence intervals","Inner and outer regional","","ABS Life Tables for Aboriginal and Torres Strait Islander Australians","years","","","","","","","","","","72.1"
"CtG1A.2","2020-22","Life expectancy at birth","All ages","Males","Aboriginal and Torres Strait Islander people","Inner and outer regional","Estimated life expectancy at birth","","","Aboriginal and Torres Strait Islander people","","Males","Upper 95% confidence intervals","Inner and outer regional","","ABS Life Tables for Aboriginal and Torres Strait Islander Australians","years","","","","","","","","","","73.5"
"CtG1A.2","2020-22","Life expectancy at birth","All ages","Females","Aboriginal and Torres Strait Islander people","Inner and outer regional","Estimated life expectancy at birth","","","Aboriginal and Torres Strait Islander people","","Females","","Inner and outer regional","","ABS Life Tables for Aboriginal and Torres Strait Islander Australians","years","","","","","","","","","","76.7"
"CtG1A.2","2020-22","Life expectancy at birth","All ages","Females","Aboriginal and Torres Strait Islander people","Inner and outer regional","Estimated life expectancy at birth","","","Aboriginal and Torres Strait Islander people","","Females","Lower 95% confidence intervals","Inner and outer regional","","ABS Life Tables for Aboriginal and Torres Strait Islander Australians","years","","","","","","","","","","76.1"
"CtG1A.2","2020-22","Life expectancy at birth","All ages","Females","Aboriginal and Torres Strait Islander people","Inner and outer regional","Estimated life expectancy at birth","","","Aboriginal and Torres Strait Islander people","","Females","Upper 95% confidence intervals","Inner and outer regional","","ABS Life Tables for Aboriginal and Torres Strait Islander Australians","years","","","","","","","","","","77.3"
"CtG1A.2","2020-22","Life expectancy at birth","All ages","Males","Non-Indigenous people","Inner and outer regional","Estimated life expectancy at birth","","","Non-Indigenous people","","Males","","Inner and outer regional","","ABS Life Tables for Aboriginal and Torres Strait Islander Australians","years","","","","","","","","","","79.6"
"CtG1A.2","2020-22","Life expectancy at birth","All ages","Females","Non-Indigenous people","Inner and outer regional","Estimated life expectancy at birth","","","Non-Indigenous people","","Females","","Inner and outer regional","","ABS Life Tables for Aboriginal and Torres Strait Islander Australians","years","","","","","","","","","","83.2"
"CtG1A.2","2020-22","Life expectancy at birth","All ages","Males","All people","Inner and outer regional","Estimated life expectancy at birth","","","Difference between Aboriginal and Torres Strait Islander and non-Indigenous life expectancies at birth","","Males","","Inner and outer regional","","ABS Life Tables for Aboriginal and Torres Strait Islander Australians","years","","","","","","","","","","6.8"
"CtG1A.2","2020-22","Life expectancy at birth","All ages","Females","All people","Inner and outer regional","Estimated life expectancy at birth","","","Difference between Aboriginal and Torres Strait Islander and non-Indigenous life expectancies at birth","","Females","","Inner and outer regional","","ABS Life Tables for Aboriginal and Torres Strait Islander Australians","years","","","","","","","","","","6.5"
"CtG1A.2","2020-22","Life expectancy at birth","All ages","Males","Aboriginal and Torres Strait Islander people","Remote and very remote","Estimated life expectancy at birth","","","Aboriginal and Torres Strait Islander people","","Males","","Remote and very remote","","ABS Life Tables for Aboriginal and Torres Strait Islander Australians","years","","","","","","","","","","67.3"
"CtG1A.2","2020-22","Life expectancy at birth","All ages","Males","Aboriginal and Torres Strait Islander people","Remote and very remote","Estimated life expectancy at birth","","","Aboriginal and Torres Strait Islander people","","Males","Lower 95% confidence intervals","Remote and very remote","","ABS Life Tables for Aboriginal and Torres Strait Islander Australians","years","","","","","","","","","","66.5"
"CtG1A.2","2020-22","Life expectancy at birth","All ages","Males","Aboriginal and Torres Strait Islander people","Remote and very remote","Estimated life expectancy at birth","","","Aboriginal and Torres Strait Islander people","","Males","Upper 95% confidence intervals","Remote and very remote","","ABS Life Tables for Aboriginal and Torres Strait Islander Australians","years","","","","","","","","","","68.1"
"CtG1A.2","2020-22","Life expectancy at birth","All ages","Females","Aboriginal and Torres Strait Islander people","Remote and very remote","Estimated life expectancy at birth","","","Aboriginal and Torres Strait Islander people","","Females","","Remote and very remote","","ABS Life Tables for Aboriginal and Torres Strait Islander Australians","years","","","","","","","","","","71.3"
"CtG1A.2","2020-22","Life expectancy at birth","All ages","Females","Aboriginal and Torres Strait Islander people","Remote and very remote","Estimated life expectancy at birth","","","Aboriginal and Torres Strait Islander people","","Females","Lower 95% confidence intervals","Remote and very remote","","ABS Life Tables for Aboriginal and Torres Strait Islander Australians","years","","","","","","","","","","70.6"
"CtG1A.2","2020-22","Life expectancy at birth","All ages","Females","Aboriginal and Torres Strait Islander people","Remote and very remote","Estimated life expectancy at birth","","","Aboriginal and Torres Strait Islander people","","Females","Upper 95% confidence intervals","Remote and very remote","","ABS Life Tables for Aboriginal and Torres Strait Islander Australians","years","","","","","","","","","","72.0"
"CtG1A.2","2020-22","Life expectancy at birth","All ages","Males","Non-Indigenous people","Remote and very remote","Estimated life expectancy at birth","","","Non-Indigenous people","","Males","","Remote and very remote","","ABS Life Tables for Aboriginal and Torres Strait Islander Australians","years","","","","","","","","","","79.7"
"CtG1A.2","2020-22","Life expectancy at birth","All ages","Females","Non-Indigenous people","Remote and very remote","Estimated life expectancy at birth","","","Non-Indigenous people","","Females","","Remote and very remote","","ABS Life Tables for Aboriginal and Torres Strait Islander Australians","years","","","","","","","","","","83.7"
"CtG1A.2","2020-22","Life expectancy at birth","All ages","Males","All people","Remote and very remote","Estimated life expectancy at birth","","","Difference between Aboriginal and Torres Strait Islander and non-Indigenous life expectancies at birth","","Males","","Remote and very remote","","ABS Life Tables for Aboriginal and Torres Strait Islander Australians","years","","","","","","","","","","12.4"
"CtG1A.2","2020-22","Life expectancy at birth","All ages","Females","All people","Remote and very remote","Estimated life expectancy at birth","","","Difference between Aboriginal and Torres Strait Islander and non-Indigenous life expectancies at birth","","Females","","Remote and very remote","","ABS Life Tables for Aboriginal and Torres Strait Islander Australians","years","","","","","","","","","","12.4"
"CtG1A.2","2015-17","Life expectancy at birth","All ages","Males","Aboriginal and Torres Strait Islander people","Major cities","Estimated life expectancy at birth","","","Aboriginal and Torres Strait Islander people","","Males","","Major cities","","ABS Life Tables for Aboriginal and Torres Strait Islander Australians","years","","","","","","","","","","72.6"
"CtG1A.2","2015-17","Life expectancy at birth","All ages","Males","Aboriginal and Torres Strait Islander people","Major cities","Estimated life expectancy at birth","","","Aboriginal and Torres Strait Islander people","","Males","Lower 95% confidence intervals","Major cities","","ABS Life Tables for Aboriginal and Torres Strait Islander Australians","years","","","","","","","","","","71.4"
"CtG1A.2","2015-17","Life expectancy at birth","All ages","Males","Aboriginal and Torres Strait Islander people","Major cities","Estimated life expectancy at birth","","","Aboriginal and Torres Strait Islander people","","Males","Upper 95% confidence intervals","Major cities","","ABS Life Tables for Aboriginal and Torres Strait Islander Australians","years","","","","","","","","","","73.8"
"CtG1A.2","2015-17","Life expectancy at birth","All ages","Females","Aboriginal and Torres Strait Islander people","Major cities","Estimated life expectancy at birth","","","Aboriginal and Torres Strait Islander people","","Females","","Major cities","","ABS Life Tables for Aboriginal and Torres Strait Islander Australians","years","","","","","","","","","","76.6"
"CtG1A.2","2015-17","Life expectancy at birth","All ages","Females","Aboriginal and Torres Strait Islander people","Major cities","Estimated life expectancy at birth","","","Aboriginal and Torres Strait Islander people","","Females","Lower 95% confidence intervals","Major cities","","ABS Life Tables for Aboriginal and Torres Strait Islander Australians","years","","","","","","","","","","75.4"
"CtG1A.2","2015-17","Life expectancy at birth","All ages","Females","Aboriginal and Torres Strait Islander people","Major cities","Estimated life expectancy at birth","","","Aboriginal and Torres Strait Islander people","","Females","Upper 95% confidence intervals","Major cities","","ABS Life Tables for Aboriginal and Torres Strait Islander Australians","years","","","","","","","","","","77.8"
