"Table_Number","Year","Measure","Age","Sex","Indigenous_Status","Remoteness","Description1","Description2","Description3","Description4","Description5","Description6","Uncertainty","Data_Source","Unit","NSW","Vic","Qld","WA","SA","Tas","ACT","NT","Aust"
"CtG2A.1","2018","Birthweight","0 years old","All people","Aboriginal and Torres Strait Islander people","All areas","Live-born singleton babies of low birthweight (<2500g)","Actual","Aboriginal and Torres Strait Islander children","","","0 years old","","AIHW (unpublished) National Perinatal Data Collection","%","8.6","9.4","9.2","11.8","11.2","np","np","13.1","9.8"
"CtG2A.1","2018","Birthweight","0 years old","All people","Aboriginal and Torres Strait Islander people","All areas","Live-born singleton babies of low birthweight (<2500g)","Actual","Aboriginal and Torres Strait Islander children","","","0 years old","VB","AIHW (unpublished) National Perinatal Data Collection","% (±)","0.8","1.5","0.8","1.3","2.0","np","np","1.8","0.5"
"CtG2A.1","2018","Birthweight","0 years old","All people","Non-Indigenous people","All areas","Live-born singleton babies of low birthweight (<2500g)","Actual","Non-Indigenous children","","","0 years old","","AIHW (unpublished) National Perinatal Data Collection","%","4.7","5.0","4.8","4.7","5.2","6.0","4.4","4.8","4.8"
"CtG2A.1","2018","Birthweight","0 years old","All people","Non-Indigenous people","All areas","Live-born singleton babies of low birthweight (<2500g)","Actual","Non-Indigenous children","","","0 years old","VB","AIHW (unpublished) National Perinatal Data Collection","% (±)","0.1","0.2","0.2","0.2","0.3","0.7","0.6","0.9","0.1"
"CtG2A.1","2018","Birthweight","0 years old","All people","Aboriginal and Torres Strait Islander people","All areas","Total births","Actual","Aboriginal and Torres Strait Islander children","","","0 years old","","AIHW (unpublished) National Perinatal Data Collection","no.","5229","1421","5020","2203","973","282","152","1335","16615"
"CtG2A.1","2018","Birthweight","0 years old","All people","Non-Indigenous people","All areas","Total births","Actual","Non-Indigenous children","","","0 years old","","AIHW (unpublished) National Perinatal Data Collection","no.","86472","72861","53263","29720","17471","4655","4937","2296","271675"
"CtG2A.1","2018","Birthweight","0 years old","All people","Unknown Indigenous status","All areas","Total births","Actual","Indigenous status not stated","","","0 years old","","AIHW (unpublished) National Perinatal Data Collection","no.","1706","582","7","1","92","397","9","7","2801"
"CtG2A.1","2018","Birthweight","0 years old","All people","Aboriginal and Torres Strait Islander people","All areas","Live-born singleton babies of healthy birthweight (2500-4499g)","Trajectory","Aboriginal and Torres Strait Islander children","","","0 years old","","Derived from AIHW (unpublished) National Perinatal Data Collection","%","..","..","..","..","..","..","..","..","89.0"
"CtG2A.1","2018","Birthweight","0 years old","All people","Aboriginal and Torres Strait Islander people","All areas","Live-born singleton babies of healthy birthweight (2500-4499g)","Linear regression estimates","Aboriginal and Torres Strait Islander children","","","0 years old","","AIHW (unpublished) National Perinatal Data Collection","%","90.2","89.4","89.4","87.4","88.6","89.8","89.3","85.6","89.0"
"CtG2A.1","2018","Birthweight","0 years old","All people","Aboriginal and Torres Strait Islander people","All areas","Live-born singleton babies of healthy birthweight (2500-4499g)","Linear regression estimates","Aboriginal and Torres Strait Islander children","","","0 years old","95%CI","AIHW (unpublished) National Perinatal Data Collection","% (±)","0.3","0.8","0.7","1.6","2.2","1.1","3.1","1.3","0.4"
"CtG2A.1","2017","Birthweight","0 years old","All people","Aboriginal and Torres Strait Islander people","All areas","Live-born singleton babies of healthy birthweight (2500-4499g)","Actual","Aboriginal and Torres Strait Islander children","","","0 years old","","AIHW (unpublished) National Perinatal Data Collection","%","90.4","88.8","89.1","86.9","88.4","88.5","88.6","85.6","88.8"
"CtG2A.1","2017","Birthweight","0 years old","All people","Aboriginal and Torres Strait Islander people","All areas","Live-born singleton babies of healthy birthweight (2500-4499g)","Actual","Aboriginal and Torres Strait Islander children","","","0 years old","VB","AIHW (unpublished) National Perinatal Data Collection","% (±)","0.8","1.6","0.9","1.4","2.1","3.6","5.3","1.9","0.5"
"CtG2A.1","2017","Birthweight","0 years old","All people","Non-Indigenous people","All areas","Live-born singleton babies of healthy birthweight (2500-4499g)","Actual","Non-Indigenous children","","","0 years old","","AIHW (unpublished) National Perinatal Data Collection","%","94.2","93.7","93.8","94.0","94.0","92.0","93.6","94.2","93.9"
"CtG2A.1","2017","Birthweight","0 years old","All people","Non-Indigenous people","All areas","Live-born singleton babies of healthy birthweight (2500-4499g)","Actual","Non-Indigenous children","","","0 years old","VB","AIHW (unpublished) National Perinatal Data Collection","% (±)","0.2","0.2","0.2","0.3","0.4","0.8","0.7","0.9","0.1"
"CtG2A.1","2017","Birthweight","0 years old","All people","Aboriginal and Torres Strait Islander people","All areas","Live-born singleton babies of low birthweight (<2500g)","Actual","Aboriginal and Torres Strait Islander children","","","0 years old","","AIHW (unpublished) National Perinatal Data Collection","%","8.5","9.7","9.6","11.7","10.9","np","np","12.6","9.9"
"CtG2A.1","2017","Birthweight","0 years old","All people","Aboriginal and Torres Strait Islander people","All areas","Live-born singleton babies of low birthweight (<2500g)","Actual","Aboriginal and Torres Strait Islander children","","","0 years old","VB","AIHW (unpublished) National Perinatal Data Collection","% (±)","0.8","1.5","0.8","1.3","2.0","np","np","1.8","0.5"
"CtG2A.1","2017","Birthweight","0 years old","All people","Non-Indigenous people","All areas","Live-born singleton babies of low birthweight (<2500g)","Actual","Non-Indigenous children","","","0 years old","","AIHW (unpublished) National Perinatal Data Collection","%","4.5","5.0","5.0","4.8","4.9","6.3","5.0","4.3","4.8"
"CtG2A.1","2017","Birthweight","0 years old","All people","Non-Indigenous people","All areas","Live-born singleton babies of low birthweight (<2500g)","Actual","Non-Indigenous children","","","0 years old","VB","AIHW (unpublished) National Perinatal Data Collection","% (±)","0.1","0.2","0.2","0.2","0.3","0.7","0.6","0.8","0.1"
"CtG2A.1","2017","Birthweight","0 years old","All people","Aboriginal and Torres Strait Islander people","All areas","Total births","Actual","Aboriginal and Torres Strait Islander children","","","0 years old","","AIHW (unpublished) National Perinatal Data Collection","no.","5016","1419","4946","2210","937","305","140","1330","16303"
"CtG2A.1","2017","Birthweight","0 years old","All people","Non-Indigenous people","All areas","Total births","Actual","Non-Indigenous children","","","0 years old","","AIHW (unpublished) National Perinatal Data Collection","no.","87402","73524","52969","30711","17695","4878","5165","2384","274728"
"CtG2A.1","2017","Birthweight","0 years old","All people","Unknown Indigenous status","All areas","Total births","Actual","Indigenous status not stated","","","0 years old","","AIHW (unpublished) National Perinatal Data Collection","no.","1563","578","12","1","113","213","7","4","2491"
"CtG2A.1","2017","Birthweight","0 years old","All people","Aboriginal and Torres Strait Islander people","All areas","Live-born singleton babies of healthy birthweight (2500-4499g)","Trajectory","Aboriginal and Torres Strait Islander children","","","0 years old","","Derived from AIHW (unpublished) National Perinatal Data Collection","%","..","..","..","..","..","..","..","..","88.8"
"CtG2A.1","2017","Birthweight","0 years old","All people","Aboriginal and Torres Strait Islander people","All areas","Live-born singleton babies of healthy birthweight (2500-4499g)","Linear regression estimates","Aboriginal and Torres Strait Islander children","","","0 years old","","AIHW (unpublished) National Perinatal Data Collection","%","90.2","89.0","89.3","87.6","88.3","89.4","88.7","85.8","88.9"
"CtG2A.1","2017","Birthweight","0 years old","All people","Aboriginal and Torres Strait Islander people","All areas","Live-born singleton babies of healthy birthweight (2500-4499g)","Linear regression estimates","Aboriginal and Torres Strait Islander children","","","0 years old","95%CI","AIHW (unpublished) National Perinatal Data Collection","% (±)","0.3","1.1","1.0","2.2","2.9","1.5","4.1","1.7","0.6"
"CtG2A.1","2017 to 2022","Birthweight","0 years old","All people","Aboriginal and Torres Strait Islander people","All areas","Live-born singleton babies of healthy birthweight (2500-4499g)","Estimated annual change","Aboriginal and Torres Strait Islander children","","","0 years old","","AIHW (unpublished) National Perinatal Data Collection","%/year","0","0.39","0.14","-0.21","0.32","0.35","0.59","-0.17","0.10"
"CtG2A.1","2017 to 2022","Birthweight","0 years old","All people","Aboriginal and Torres Strait Islander people","All areas","Live-born singleton babies of healthy birthweight (2500-4499g)","Assessment of progress","Aboriginal and Torres Strait Islander children","","","0 years old","","AIHW (unpublished) National Perinatal Data Collection","Level","0","1","1","-1","1","1","1","-1","2"
"CtG2A.1","2017 to 2022","Birthweight","0 years old","All people","Aboriginal and Torres Strait Islander people","All areas","Live-born singleton babies of healthy birthweight (2500-4499g)","Confidence in assessment of progress","Aboriginal and Torres Strait Islander children","","","0 years old","","AIHW (unpublished) National Perinatal Data Collection","Level","Low","High","Low","Low","Low","High","Low","Low","Low"
"CtG2A.1","2016","Birthweight","0 years old","All people","Aboriginal and Torres Strait Islander people","All areas","Live-born singleton babies of healthy birthweight (2500-4499g)","Actual","Aboriginal and Torres Strait Islander children","","","0 years old","","AIHW (unpublished) National Perinatal Data Collection","%","90.2","90.7","89.6","86.8","89.7","88.2","92.9","84.7","89.0"
"CtG2A.1","2016","Birthweight","0 years old","All people","Aboriginal and Torres Strait Islander people","All areas","Live-born singleton babies of healthy birthweight (2500-4499g)","Actual","Aboriginal and Torres Strait Islander children","","","0 years old","VB","AIHW (unpublished) National Perinatal Data Collection","% (±)","0.9","1.6","0.9","1.4","1.9","3.4","4.5","1.9","0.5"
"CtG2A.1","2016","Birthweight","0 years old","All people","Non-Indigenous people","All areas","Live-born singleton babies of healthy birthweight (2500-4499g)","Actual","Non-Indigenous children","","","0 years old","","AIHW (unpublished) National Perinatal Data Collection","%","94.2","93.6","93.8","94.2","93.7","91.7","94.3","94.3","93.9"
"CtG2A.1","2016","Birthweight","0 years old","All people","Non-Indigenous people","All areas","Live-born singleton babies of healthy birthweight (2500-4499g)","Actual","Non-Indigenous children","","","0 years old","VB","AIHW (unpublished) National Perinatal Data Collection","% (±)","0.2","0.2","0.2","0.3","0.4","0.7","0.6","0.9","0.1"
"CtG2A.1","2016","Birthweight","0 years old","All people","Aboriginal and Torres Strait Islander people","All areas","Live-born singleton babies of low birthweight (<2500g)","Actual","Aboriginal and Torres Strait Islander children","","","0 years old","","AIHW (unpublished) National Perinatal Data Collection","%","8.4","7.7","9.0","12.2","9.1","np","np","13.6","9.6"
"CtG2A.1","2016","Birthweight","0 years old","All people","Aboriginal and Torres Strait Islander people","All areas","Live-born singleton babies of low birthweight (<2500g)","Actual","Aboriginal and Torres Strait Islander children","","","0 years old","VB","AIHW (unpublished) National Perinatal Data Collection","% (±)","0.8","1.4","0.8","1.4","1.8","np","np","1.8","0.5"
"CtG2A.1","2016","Birthweight","0 years old","All people","Non-Indigenous people","All areas","Live-born singleton babies of low birthweight (<2500g)","Actual","Non-Indigenous children","","","0 years old","","AIHW (unpublished) National Perinatal Data Collection","%","4.5","5.0","4.8","4.6","5.1","6.2","4.4","4.8","4.8"
"CtG2A.1","2016","Birthweight","0 years old","All people","Non-Indigenous people","All areas","Live-born singleton babies of low birthweight (<2500g)","Actual","Non-Indigenous children","","","0 years old","VB","AIHW (unpublished) National Perinatal Data Collection","% (±)","0.1","0.2","0.2","0.2","0.3","0.7","0.5","0.8","0.1"
