"Table_Number","Year","Measure","Age","Sex","Indigenous_Status","Remoteness","Description1","Description2","Description3","Description4","Description5","Description6","Description7","Description8","Uncertainty","Data_Source","Unit","NSW","Vic","Qld","WA","SA","Tas","ACT","NT","Aust"
"CtG17A.4","2022-23","People aged 15 years or over who have personally used the internet in the last 3 months","15+ years old","All people","Aboriginal and Torres Strait Islander people","Very remote","Whether personally used the internet","","Aboriginal and Torres Strait Islander people","Proportion","Has personally used the internet in the last 3 months","Remote and very remote","Very remote","15+ years old","","ABS (unpublished) National Aboriginal and Torres Strait Islander Health Survey","%","94.1","..","84.3","77.5","79.3","..","..","59.3","71.7"
"CtG17A.4","2022-23","People aged 15 years or over who have personally used the internet in the last 3 months","15+ years old","All people","Aboriginal and Torres Strait Islander people","Very remote","Whether personally used the internet","","Aboriginal and Torres Strait Islander people","Proportion","Has personally used the internet in the last 3 months","Remote and very remote","Very remote","15+ years old","95%CI","Derived from ABS (unpublished) National Aboriginal and Torres Strait Islander Health Survey","% (±)","0","..","8.9","12.2","16.4","..","..","7.7","4.9"
"CtG17A.4","2022-23","People aged 15 years or over who have personally used the internet in the last 3 months","15+ years old","All people","Aboriginal and Torres Strait Islander people","Major cities","Whether personally used the internet","","Aboriginal and Torres Strait Islander people","Number","Has personally used the internet in the last 3 months","","Major cities","15+ years old","","ABS (unpublished) National Aboriginal and Torres Strait Islander Health Survey","'000","99.1","28.8","66.2","29.2","18.9","..","np","..","249.3"
"CtG17A.4","2022-23","People aged 15 years or over who have personally used the internet in the last 3 months","15+ years old","All people","Aboriginal and Torres Strait Islander people","Inner and outer regional","Whether personally used the internet","","Aboriginal and Torres Strait Islander people","Number","Has personally used the internet in the last 3 months","Inner and outer regional","Inner and outer regional","15+ years old","","ABS (unpublished) National Aboriginal and Torres Strait Islander Health Survey","'000","100.6","21.9","79.5","14.8","9.4","20.8","np","11.0","259.2"
"CtG17A.4","2022-23","People aged 15 years or over who have personally used the internet in the last 3 months","15+ years old","All people","Aboriginal and Torres Strait Islander people","Inner regional","Whether personally used the internet","","Aboriginal and Torres Strait Islander people","Number","Has personally used the internet in the last 3 months","Inner and outer regional","Inner regional","15+ years old","","ABS (unpublished) National Aboriginal and Torres Strait Islander Health Survey","'000","75.0","15.3","37.6","5.2","3.2","10.6","..","..","150.0"
"CtG17A.4","2022-23","People aged 15 years or over who have personally used the internet in the last 3 months","15+ years old","All people","Aboriginal and Torres Strait Islander people","Outer regional","Whether personally used the internet","","Aboriginal and Torres Strait Islander people","Number","Has personally used the internet in the last 3 months","Inner and outer regional","Outer regional","15+ years old","","ABS (unpublished) National Aboriginal and Torres Strait Islander Health Survey","'000","25.4","6.5","40.4","9.0","6.8","10.0","..","11.0","109.9"
"CtG17A.4","2022-23","People aged 15 years or over who have personally used the internet in the last 3 months","15+ years old","All people","Aboriginal and Torres Strait Islander people","Remote and very remote","Whether personally used the internet","","Aboriginal and Torres Strait Islander people","Number","Has personally used the internet in the last 3 months","Remote and very remote","Remote and very remote","15+ years old","","ABS (unpublished) National Aboriginal and Torres Strait Islander Health Survey","'000","4.7","..","21.7","23.1","3.5","0.9","..","26.4","80.7"
"CtG17A.4","2022-23","People aged 15 years or over who have personally used the internet in the last 3 months","15+ years old","All people","Aboriginal and Torres Strait Islander people","Remote","Whether personally used the internet","","Aboriginal and Torres Strait Islander people","Number","Has personally used the internet in the last 3 months","Remote and very remote","Remote","15+ years old","","ABS (unpublished) National Aboriginal and Torres Strait Islander Health Survey","'000","3.3","..","7.7","10.0","1.6","0.9","np","9.3","32.7"
"CtG17A.4","2022-23","People aged 15 years or over who have personally used the internet in the last 3 months","15+ years old","All people","Aboriginal and Torres Strait Islander people","Very remote","Whether personally used the internet","","Aboriginal and Torres Strait Islander people","Number","Has personally used the internet in the last 3 months","Remote and very remote","Very remote","15+ years old","","ABS (unpublished) National Aboriginal and Torres Strait Islander Health Survey","'000","1.6","..","14.0","13.1","2.3","..","..","16.9","47.9"
"CtG17A.4","2022-23","People aged 15 years or over who have personally used the internet in the last 3 months","15+ years old","All people","Aboriginal and Torres Strait Islander people","Major cities","Whether personally used the internet","","Aboriginal and Torres Strait Islander people","Number","Total people aged 15 years and over","","Major cities","15+ years old","","ABS (unpublished) National Aboriginal and Torres Strait Islander Health Survey","'000","113.5","29.4","68.3","32.5","19.8","..","np","..","269.4"
"CtG17A.4","2022-23","People aged 15 years or over who have personally used the internet in the last 3 months","15+ years old","All people","Aboriginal and Torres Strait Islander people","Inner and outer regional","Whether personally used the internet","","Aboriginal and Torres Strait Islander people","Number","Total people aged 15 years and over","Inner and outer regional","Inner and outer regional","15+ years old","","ABS (unpublished) National Aboriginal and Torres Strait Islander Health Survey","'000","113.1","24.2","87.3","17.4","11.4","22.6","np","12.9","288.8"
"CtG17A.4","2022-23","People aged 15 years or over who have personally used the internet in the last 3 months","15+ years old","All people","Aboriginal and Torres Strait Islander people","Inner regional","Whether personally used the internet","","Aboriginal and Torres Strait Islander people","Number","Total people aged 15 years and over","Inner and outer regional","Inner regional","15+ years old","","ABS (unpublished) National Aboriginal and Torres Strait Islander Health Survey","'000","83.0","16.7","41.5","6.6","3.4","10.9","..","..","165.0"
"CtG17A.4","2022-23","People aged 15 years or over who have personally used the internet in the last 3 months","15+ years old","All people","Aboriginal and Torres Strait Islander people","Outer regional","Whether personally used the internet","","Aboriginal and Torres Strait Islander people","Number","Total people aged 15 years and over","Inner and outer regional","Outer regional","15+ years old","","ABS (unpublished) National Aboriginal and Torres Strait Islander Health Survey","'000","29.5","7.5","45.9","10.8","7.9","11.5","..","12.9","124.8"
"CtG17A.4","2022-23","People aged 15 years or over who have personally used the internet in the last 3 months","15+ years old","All people","Aboriginal and Torres Strait Islander people","Remote and very remote","Whether personally used the internet","","Aboriginal and Torres Strait Islander people","Number","Total people aged 15 years and over","Remote and very remote","Remote and very remote","15+ years old","","ABS (unpublished) National Aboriginal and Torres Strait Islander Health Survey","'000","5.8","..","26.1","29.2","4.3","1.3","..","41.3","107.8"
"CtG17A.4","2022-23","People aged 15 years or over who have personally used the internet in the last 3 months","15+ years old","All people","Aboriginal and Torres Strait Islander people","Remote","Whether personally used the internet","","Aboriginal and Torres Strait Islander people","Number","Total people aged 15 years and over","Remote and very remote","Remote","15+ years old","","ABS (unpublished) National Aboriginal and Torres Strait Islander Health Survey","'000","4.1","..","9.2","12.2","1.5","1.3","np","13.0","41.0"
"CtG17A.4","2022-23","People aged 15 years or over who have personally used the internet in the last 3 months","15+ years old","All people","Aboriginal and Torres Strait Islander people","Very remote","Whether personally used the internet","","Aboriginal and Torres Strait Islander people","Number","Total people aged 15 years and over","Remote and very remote","Very remote","15+ years old","","ABS (unpublished) National Aboriginal and Torres Strait Islander Health Survey","'000","1.7","..","16.6","16.9","2.9","..","..","28.5","66.8"
