"Table_Number","Year","Measure","Age","Sex","Indigenous_Status","Description1","Description2","Description3","Description4","Description5","Description6","Uncertainty","Data_Source","Unit","NSW","Vic","Qld","WA","SA","Tas","ACT","NT","Aust"
"CtG12A.1","2020","Children in out-of-home care","0-17 years old","All people","Unknown Indigenous status","Children aged 0-17 years in out-of-home care at 30 June","Number of children","Actual","Children of unknown Indigenous status","","0-17 years old","","Derived from State and territory governments (unpublished)","no.","2","0","5","1","12","33","4","0","57"
"CtG12A.1","2020","Children in out-of-home care","0-17 years old","All people","Aboriginal and Torres Strait Islander people","Children aged 0-17 years in the population at 30 June","Number of children","Actual","Aboriginal and Torres Strait Islander children","","0-17 years old","","Derived from ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","no.","135083","30196","108866","45637","20374","12958","3445","26067","382685"
"CtG12A.1","2020","Children in out-of-home care","0-17 years old","All people","Non-Indigenous people","Children aged 0-17 years in the population at 30 June","Number of children","Actual","Non-Indigenous children","","0-17 years old","","Derived from ABS National state and territory population - June; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","no.","1636736","1388629","1070953","573640","350931","101304","93699","36162","5252938"
"CtG12A.1","2020","Children in out-of-home care","0-17 years old","All people","Aboriginal and Torres Strait Islander people","Children aged 0-17 years in out-of-home care at 30 June","Rate per 1000 children","Trajectory","Aboriginal and Torres Strait Islander children","","0-17 years old","","Derived from State and territory governments (unpublished); ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","..","..","..","..","..","..","..","..","45.6"
"CtG12A.1","2020","Children in out-of-home care","0-17 years old","All people","Aboriginal and Torres Strait Islander people","Children aged 0-17 years in out-of-home care at 30 June","Rate per 1000 children","Linear regression estimates","Aboriginal and Torres Strait Islander children","","0-17 years old","","State and territory governments (unpublished); ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","49.9","78.6","36.1","57.8","73.3","29.9","59.7","35.0","48.9"
"CtG12A.1","2020","Children in out-of-home care","0-17 years old","All people","Aboriginal and Torres Strait Islander people","Children aged 0-17 years in out-of-home care at 30 June","Rate per 1000 children","Linear regression estimates","Aboriginal and Torres Strait Islander children","","0-17 years old","95%CI","State and territory governments (unpublished); ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate (±)","1.3","3.9","1.3","1.7","4.8","0.8","5.0","0.6","1.3"
"CtG12A.1","2019","Children in out-of-home care","0-17 years old","All people","Aboriginal and Torres Strait Islander people","Children aged 0-17 years in out-of-home care at 30 June","Rate per 1000 children","Actual","Aboriginal and Torres Strait Islander children","","0-17 years old","","Derived from State and territory governments (unpublished); ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","50.3","72.8","33.2","57.7","66.3","29.3","56.9","36.1","47.3"
"CtG12A.1","2019","Children in out-of-home care","0-17 years old","All people","Non-Indigenous people","Children aged 0-17 years in out-of-home care at 30 June","Rate per 1000 children","Actual","Non-Indigenous children","","0-17 years old","","Derived from State and territory governments (unpublished); ABS National state and territory population - June; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","6.2","4.6","4.3","3.8","7.0","7.0","5.4","3.0","5.1"
"CtG12A.1","2019","Children in out-of-home care","0-17 years old","All people","All people","Children aged 0-17 years in out-of-home care at 30 June","Rate ratio","Actual","","","0-17 years old","","Derived from State and territory governments (unpublished); ABS National state and territory population - June; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","ratio","8.1","15.9","7.8","15.2","9.5","4.2","10.6","12.0","9.2"
"CtG12A.1","2019","Children in out-of-home care","0-17 years old","All people","All people","Children aged 0-17 years in out-of-home care at 30 June","Rate difference","Actual","","","0-17 years old","","Derived from State and territory governments (unpublished); ABS National state and territory population - June; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","no.","44.1","68.2","29.0","53.9","59.4","22.3","51.6","33.1","42.2"
"CtG12A.1","2019","Children in out-of-home care","0-17 years old","All people","Aboriginal and Torres Strait Islander people","Children aged 0-17 years in out-of-home care at 30 June","Number of children","Actual","Aboriginal and Torres Strait Islander children","","0-17 years old","","Derived from State and territory governments (unpublished)","no.","6754","2181","3576","2604","1338","378","199","948","17978"
"CtG12A.1","2019","Children in out-of-home care","0-17 years old","All people","Non-Indigenous people","Children aged 0-17 years in out-of-home care at 30 June","Number of children","Actual","Non-Indigenous children","","0-17 years old","","Derived from State and territory governments (unpublished)","no.","10127","6309","4532","2148","2437","706","497","108","26864"
"CtG12A.1","2019","Children in out-of-home care","0-17 years old","All people","Unknown Indigenous status","Children aged 0-17 years in out-of-home care at 30 June","Number of children","Actual","Children of unknown Indigenous status","","0-17 years old","","Derived from State and territory governments (unpublished)","no.","3","0","17","2","22","19","0","0","63"
"CtG12A.1","2019","Children in out-of-home care","0-17 years old","All people","Aboriginal and Torres Strait Islander people","Children aged 0-17 years in the population at 30 June","Number of children","Actual","Aboriginal and Torres Strait Islander children","","0-17 years old","","Derived from ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","no.","134215","29951","107593","45166","20171","12906","3495","26287","379844"
"CtG12A.1","2019","Children in out-of-home care","0-17 years old","All people","Non-Indigenous people","Children aged 0-17 years in the population at 30 June","Number of children","Actual","Non-Indigenous children","","0-17 years old","","Derived from ABS National state and territory population - June; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","no.","1629930","1380304","1064089","565053","349115","100758","92249","36016","5218393"
"CtG12A.1","2019","Children in out-of-home care","0-17 years old","All people","Aboriginal and Torres Strait Islander people","Children aged 0-17 years in out-of-home care at 30 June","Rate per 1000 children","Trajectory","Aboriginal and Torres Strait Islander children","","0-17 years old","","Derived from State and territory governments (unpublished); ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","..","..","..","..","..","..","..","..","47.3"
"CtG12A.1","2019","Children in out-of-home care","0-17 years old","All people","Aboriginal and Torres Strait Islander people","Children aged 0-17 years in out-of-home care at 30 June","Rate per 1000 children","Linear regression estimates","Aboriginal and Torres Strait Islander children","","0-17 years old","","State and territory governments (unpublished); ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","50.9","75.8","34.2","57.8","70.1","29.8","60.3","36.2","48.4"
"CtG12A.1","2019","Children in out-of-home care","0-17 years old","All people","Aboriginal and Torres Strait Islander people","Children aged 0-17 years in out-of-home care at 30 June","Rate per 1000 children","Linear regression estimates","Aboriginal and Torres Strait Islander children","","0-17 years old","95%CI","State and territory governments (unpublished); ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate (±)","1.8","5.2","1.7","1.7","6.3","1.1","6.7","0.8","1.7"
"CtG12A.1","2019 to 2024","Children in out-of-home care","0-17 years old","All people","Aboriginal and Torres Strait Islander people","Children aged 0-17 years in out-of-home care at 30 June","Rate per 1000 children","Estimated annual change","Aboriginal and Torres Strait Islander children","","0-17 years old","","State and territory governments (unpublished); ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate/year","-0.98","2.86","1.87","0","3.23","0.16","-0.50","-1.26","0.49"
"CtG12A.1","2019 to 2024","Children in out-of-home care","0-17 years old","All people","Aboriginal and Torres Strait Islander people","Children aged 0-17 years in out-of-home care at 30 June","Rate per 1000 children","Assessment of progress","Aboriginal and Torres Strait Islander children","","0-17 years old","","State and territory governments (unpublished); ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","Level","1","-1","-1","0","-1","-1","1","1","-1"
