"Table_Number","Year","Measure","Age","Sex","Indigenous_Status","Description1","Description2","Description3","Description4","Description5","Description6","Uncertainty","Data_Source","Unit","NSW","Vic","Qld","WA","SA","Tas","ACT","NT","Aust"
"CtG10A.3","2024","Imprisonment rate","18+ years old","Males","Non-Indigenous people","Age-standardised imprisonment rate per 100000 adults at 30 June","","Non-Indigenous people","Males","","18+ years old","","ABS Prisoners in Australia","rate (AS)","276.2","186.5","325.2","373.9","366.3","305.0","138.2","347.9","276.7"
"CtG10A.3","2024","Imprisonment rate","18+ years old","Females","Non-Indigenous people","Age-standardised imprisonment rate per 100000 adults at 30 June","","Non-Indigenous people","Females","","18+ years old","","ABS Prisoners in Australia","rate (AS)","17.1","9.3","29.8","35.2","22.6","23.5","6.6","12.5","20.0"
"CtG10A.3","2023","Imprisonment rate","18+ years old","Males","Aboriginal and Torres Strait Islander people","Age-standardised imprisonment rate per 100000 adults at 30 June","","Aboriginal and Torres Strait Islander people","Males","","18+ years old","","ABS Prisoners in Australia","rate (AS)","2897.9","2817.1","3563.5","5592.9","3960.3","1344.6","2421.4","5840.3","3686.5"
"CtG10A.3","2023","Imprisonment rate","18+ years old","Females","Aboriginal and Torres Strait Islander people","Age-standardised imprisonment rate per 100000 adults at 30 June","","Aboriginal and Torres Strait Islander people","Females","","18+ years old","","ABS Prisoners in Australia","rate (AS)","252.7","105.7","454.3","839.6","359.9","61.8","298.6","374.5","379.8"
"CtG10A.3","2023","Imprisonment rate","18+ years old","Males","Non-Indigenous people","Age-standardised imprisonment rate per 100000 adults at 30 June","","Non-Indigenous people","Males","","18+ years old","","ABS Prisoners in Australia","rate (AS)","285.3","212.1","326.3","349.6","337.5","285.9","144.3","332.5","281.4"
"CtG10A.3","2023","Imprisonment rate","18+ years old","Females","Non-Indigenous people","Age-standardised imprisonment rate per 100000 adults at 30 June","","Non-Indigenous people","Females","","18+ years old","","ABS Prisoners in Australia","rate (AS)","19.3","11.0","29.5","34.7","23.6","21.5","9.6","3.3","21.0"
"CtG10A.3","2022","Imprisonment rate","18+ years old","Males","Aboriginal and Torres Strait Islander people","Age-standardised imprisonment rate per 100000 adults at 30 June","","Aboriginal and Torres Strait Islander people","Males","","18+ years old","","ABS Prisoners in Australia","rate (AS)","2981.0","2531.7","3285.2","5121.0","3928.0","1143.8","2460.9","5300.3","3507.3"
"CtG10A.3","2022","Imprisonment rate","18+ years old","Females","Aboriginal and Torres Strait Islander people","Age-standardised imprisonment rate per 100000 adults at 30 June","","Aboriginal and Torres Strait Islander people","Females","","18+ years old","","ABS Prisoners in Australia","rate (AS)","291.0","146.5","367.5","610.1","454.9","149.5","62.1","346.8","340.6"
"CtG10A.3","2022","Imprisonment rate","18+ years old","Males","Non-Indigenous people","Age-standardised imprisonment rate per 100000 adults at 30 June","","Non-Indigenous people","Males","","18+ years old","","ABS Prisoners in Australia","rate (AS)","293.3","224.1","311.2","354.2","345.6","248.6","145.6","330.7","284.5"
"CtG10A.3","2022","Imprisonment rate","18+ years old","Females","Non-Indigenous people","Age-standardised imprisonment rate per 100000 adults at 30 June","","Non-Indigenous people","Females","","18+ years old","","ABS Prisoners in Australia","rate (AS)","18.6","13.2","29.2","35.2","23.7","16.9","8.8","21.1","21.2"
"CtG10A.3","2021","Imprisonment rate","18+ years old","Males","Aboriginal and Torres Strait Islander people","Age-standardised imprisonment rate per 100000 adults at 30 June","","Aboriginal and Torres Strait Islander people","Males","","18+ years old","","ABS Prisoners in Australia","rate (AS)","3044.8","2780.5","3449.0","5379.1","3976.4","1278.7","2380.2","4910.8","3589.3"
"CtG10A.3","2021","Imprisonment rate","18+ years old","Females","Aboriginal and Torres Strait Islander people","Age-standardised imprisonment rate per 100000 adults at 30 June","","Aboriginal and Torres Strait Islander people","Females","","18+ years old","","ABS Prisoners in Australia","rate (AS)","288.1","165.0","402.2","754.3","528.2","187.0","424.9","380.3","384.0"
"CtG10A.3","2021","Imprisonment rate","18+ years old","Males","Non-Indigenous people","Age-standardised imprisonment rate per 100000 adults at 30 June","","Non-Indigenous people","Males","","18+ years old","","ABS Prisoners in Australia","rate (AS)","318.0","248.8","342.9","386.7","362.8","257.8","152.5","354.4","310.0"
"CtG10A.3","2021","Imprisonment rate","18+ years old","Females","Non-Indigenous people","Age-standardised imprisonment rate per 100000 adults at 30 June","","Non-Indigenous people","Females","","18+ years old","","ABS Prisoners in Australia","rate (AS)","21.5","15.2","32.5","36.5","25.2","29.2","6.9","26.2","23.8"
"CtG10A.3","2020","Imprisonment rate","18+ years old","Males","Aboriginal and Torres Strait Islander people","Age-standardised imprisonment rate per 100000 adults at 30 June","","Aboriginal and Torres Strait Islander people","Males","","18+ years old","","ABS Prisoners in Australia","rate (AS)","2822.5","2677.6","3060.9","5395.5","3788.4","1305.5","2867.1","4504.3","3377.6"
"CtG10A.3","2020","Imprisonment rate","18+ years old","Females","Aboriginal and Torres Strait Islander people","Age-standardised imprisonment rate per 100000 adults at 30 June","","Aboriginal and Torres Strait Islander people","Females","","18+ years old","","ABS Prisoners in Australia","rate (AS)","256.9","129.6","325.0","829.1","393.4","115.9","484.4","236.1","337.8"
"CtG10A.3","2020","Imprisonment rate","18+ years old","Males","Non-Indigenous people","Age-standardised imprisonment rate per 100000 adults at 30 June","","Non-Indigenous people","Males","","18+ years old","","ABS Prisoners in Australia","rate (AS)","311.0","245.1","298.7","390.3","351.2","263.3","176.9","342.4","298.4"
"CtG10A.3","2020","Imprisonment rate","18+ years old","Females","Non-Indigenous people","Age-standardised imprisonment rate per 100000 adults at 30 June","","Non-Indigenous people","Females","","18+ years old","","ABS Prisoners in Australia","rate (AS)","20.8","14.4","28.4","42.3","27.3","28.5","12.4","27.6","23.3"
"CtG10A.3","2019","Imprisonment rate","18+ years old","Males","Aboriginal and Torres Strait Islander people","Age-standardised imprisonment rate per 100000 adults at 30 June","","Aboriginal and Torres Strait Islander people","Males","","18+ years old","","ABS Prisoners in Australia","rate (AS)","2944.0","3069.9","2890.6","5534.1","3823.6","1245.2","2684.2","4748.4","3445.9"
"CtG10A.3","2019","Imprisonment rate","18+ years old","Females","Aboriginal and Torres Strait Islander people","Age-standardised imprisonment rate per 100000 adults at 30 June","","Aboriginal and Torres Strait Islander people","Females","","18+ years old","","ABS Prisoners in Australia","rate (AS)","277.7","329.2","338.9","746.4","367.7","120.1","211.8","286.3","360.7"
"CtG10A.3","2019","Imprisonment rate","18+ years old","Males","Non-Indigenous people","Age-standardised imprisonment rate per 100000 adults at 30 June","","Non-Indigenous people","Males","","18+ years old","","ABS Prisoners in Australia","rate (AS)","332.7","281.2","315.5","410.9","343.7","304.3","204.0","371.3","320.9"
"CtG10A.3","2019","Imprisonment rate","18+ years old","Females","Non-Indigenous people","Age-standardised imprisonment rate per 100000 adults at 30 June","","Non-Indigenous people","Females","","18+ years old","","ABS Prisoners in Australia","rate (AS)","22.9","20.3","31.9","43.7","22.5","18.4","13.9","36.3","26.1"
"CtG10A.4","2024","Imprisonment rate","18-24 years old","All people","Aboriginal and Torres Strait Islander people","Imprisonment rate per 100000 people at 30 June","","Aboriginal and Torres Strait Islander people","","","18-24 years old","","ABS (unpublished) Prisoners in Australia","rate","1412.9","773.7","2285.5","3210.1","1584.5","639.8","1361.0","3923.5","1998.1"
"CtG10A.4","2024","Imprisonment rate","25-29 years old","All people","Aboriginal and Torres Strait Islander people","Imprisonment rate per 100000 people at 30 June","","Aboriginal and Torres Strait Islander people","","","25-29 years old","","ABS (unpublished) Prisoners in Australia","rate","2916.9","2028.7","3600.6","6361.1","3130.0","1697.0","2576.3","5472.2","3626.6"
"CtG10A.4","2024","Imprisonment rate","30-34 years old","All people","Aboriginal and Torres Strait Islander people","Imprisonment rate per 100000 people at 30 June","","Aboriginal and Torres Strait Islander people","","","30-34 years old","","ABS (unpublished) Prisoners in Australia","rate","3382.2","2310.0","4048.8","7629.7","4135.3","2126.8","3169.0","5728.7","4216.9"
"CtG10A.4","2024","Imprisonment rate","35-39 years old","All people","Aboriginal and Torres Strait Islander people","Imprisonment rate per 100000 people at 30 June","","Aboriginal and Torres Strait Islander people","","","35-39 years old","","ABS (unpublished) Prisoners in Australia","rate","3487.9","2776.1","3930.7","7277.5","4898.2","1136.4","3988.2","5097.0","4230.7"
"CtG10A.4","2024","Imprisonment rate","40-44 years old","All people","Aboriginal and Torres Strait Islander people","Imprisonment rate per 100000 people at 30 June","","Aboriginal and Torres Strait Islander people","","","40-44 years old","","ABS (unpublished) Prisoners in Australia","rate","3190.7","2186.9","3380.2","6132.7","4609.7","1341.5","3320.3","5140.4","3756.9"
"CtG10A.4","2024","Imprisonment rate","45-49 years old","All people","Aboriginal and Torres Strait Islander people","Imprisonment rate per 100000 people at 30 June","","Aboriginal and Torres Strait Islander people","","","45-49 years old","","ABS (unpublished) Prisoners in Australia","rate","1935.6","1539.8","2244.7","4862.6","3134.3","1192.7","0","3792.9","2547.0"
"CtG10A.4","2024","Imprisonment rate","50-54 years old","All people","Aboriginal and Torres Strait Islander people","Imprisonment rate per 100000 people at 30 June","","Aboriginal and Torres Strait Islander people","","","50-54 years old","","ABS (unpublished) Prisoners in Australia","rate","1065.8","758.0","1283.5","2540.6","1357.8","288.7","1321.6","2079.4","1353.0"
"CtG10A.4","2024","Imprisonment rate","55+ years old","All people","Aboriginal and Torres Strait Islander people","Imprisonment rate per 100000 people at 30 June","","Aboriginal and Torres Strait Islander people","","","55+ years old","","ABS (unpublished) Prisoners in Australia","rate","365.1","455.8","334.4","784.5","652.4","100.1","349.0","691.9","430.4"
"CtG10A.4","2024","Imprisonment rate","18-24 years old","All people","Non-Indigenous people","Imprisonment rate per 100000 people at 30 June","","Non-Indigenous people","","","18-24 years old","","ABS (unpublished) Prisoners in Australia","rate","93.4","64.6","137.9","135.5","101.5","134.6","61.8","157.2","99.3"
"CtG10A.4","2024","Imprisonment rate","25-29 years old","All people","Non-Indigenous people","Imprisonment rate per 100000 people at 30 June","","Non-Indigenous people","","","25-29 years old","","ABS (unpublished) Prisoners in Australia","rate","184.3","135.4","264.0","279.1","237.3","238.9","113.0","193.1","198.8"
"CtG10A.4","2024","Imprisonment rate","30-34 years old","All people","Non-Indigenous people","Imprisonment rate per 100000 people at 30 June","","Non-Indigenous people","","","30-34 years old","","ABS (unpublished) Prisoners in Australia","rate","237.6","170.7","327.9","338.0","312.9","266.2","134.7","277.4","250.8"
"CtG10A.4","2024","Imprisonment rate","35-39 years old","All people","Non-Indigenous people","Imprisonment rate per 100000 people at 30 June","","Non-Indigenous people","","","35-39 years old","","ABS (unpublished) Prisoners in Australia","rate","235.9","162.5","307.8","375.3","315.0","326.8","148.9","267.9","251.1"
"CtG10A.4","2024","Imprisonment rate","40-44 years old","All people","Non-Indigenous people","Imprisonment rate per 100000 people at 30 June","","Non-Indigenous people","","","40-44 years old","","ABS (unpublished) Prisoners in Australia","rate","226.8","138.9","268.0","300.0","316.3","263.1","80.7","208.8","223.4"
