"Table_Number","Year","Measure","Age","Sex","Indigenous_Status","Remoteness","Description1","Description2","Description3","Description4","Description5","Description6","Description7","Uncertainty","Data_Source","Unit","NSW","Vic","Qld","WA","SA","Tas","ACT","NT","Total_5juris","Total_6juris","Aust"
"CtG14A.2","2013","Mortality due to suicide","All ages","All people","Non-Indigenous people","All areas","Suicide deaths","Actual","Number","Non-Indigenous people","All people","","","","Derived from ABS (unpublished) Causes of Death Australia","no.","","","","","","","","","1792","",""
"CtG14A.2","2012","Mortality due to suicide","All ages","All people","Aboriginal and Torres Strait Islander people","All areas","Suicide deaths","Actual","Rate per 100000 people","Aboriginal and Torres Strait Islander people","All people","","","","ABS (unpublished) Causes of Death Australia","rate (AS)","","","","","","","","","16.9","",""
"CtG14A.2","2012","Mortality due to suicide","All ages","All people","Non-Indigenous people","All areas","Suicide deaths","Actual","Rate per 100000 people","Non-Indigenous people","All people","","","","ABS (unpublished) Causes of Death Australia","rate (AS)","","","","","","","","","11.4","",""
"CtG14A.2","2012","Mortality due to suicide","All ages","All people","Aboriginal and Torres Strait Islander people","All areas","Suicide deaths","Actual","Number","Aboriginal and Torres Strait Islander people","All people","","","","Derived from ABS (unpublished) Causes of Death Australia","no.","","","","","","","","","120","",""
"CtG14A.2","2012","Mortality due to suicide","All ages","All people","Non-Indigenous people","All areas","Suicide deaths","Actual","Number","Non-Indigenous people","All people","","","","Derived from ABS (unpublished) Causes of Death Australia","no.","","","","","","","","","1806","",""
"CtG14A.2","2011","Mortality due to suicide","All ages","All people","Aboriginal and Torres Strait Islander people","All areas","Suicide deaths","Actual","Rate per 100000 people","Aboriginal and Torres Strait Islander people","All people","","","","ABS (unpublished) Causes of Death Australia","rate (AS)","","","","","","","","","20.4","",""
"CtG14A.2","2011","Mortality due to suicide","All ages","All people","Non-Indigenous people","All areas","Suicide deaths","Actual","Rate per 100000 people","Non-Indigenous people","All people","","","","ABS (unpublished) Causes of Death Australia","rate (AS)","","","","","","","","","10.2","",""
"CtG14A.2","2011","Mortality due to suicide","All ages","All people","Aboriginal and Torres Strait Islander people","All areas","Suicide deaths","Actual","Number","Aboriginal and Torres Strait Islander people","All people","","","","Derived from ABS (unpublished) Causes of Death Australia","no.","","","","","","","","","136","",""
"CtG14A.2","2011","Mortality due to suicide","All ages","All people","Non-Indigenous people","All areas","Suicide deaths","Actual","Number","Non-Indigenous people","All people","","","","Derived from ABS (unpublished) Causes of Death Australia","no.","","","","","","","","","1587","",""
"CtG14A.3","2019-2023","Mortality due to suicide","All ages","All people","Aboriginal and Torres Strait Islander people","All areas","Suicide deaths","Five-year aggregate","Rate per 100000 people","Aboriginal and Torres Strait Islander people","All people","","","","ABS Causes of Death Australia","rate (AS)","21.7","33.6","26.1","35.2","30.7","np","np","33.4","26.6","27.2",""
"CtG14A.3","2019-2023","Mortality due to suicide","All ages","All people","Non-Indigenous people","All areas","Suicide deaths","Five-year aggregate","Rate per 100000 people","Non-Indigenous people","All people","","","","ABS Causes of Death Australia","rate (AS)","10.4","10.4","14.3","13.1","12.3","np","np","12.5","12.2","11.7",""
"CtG14A.3","2019-2023","Mortality due to suicide","All ages","All people","Aboriginal and Torres Strait Islander people","All areas","Suicide deaths","Five-year aggregate","Number","Aboriginal and Torres Strait Islander people","All people","","","","ABS Causes of Death Australia","no.","314","118","329","196","72","22","10","135","1046","1164",""
"CtG14A.3","2019-2023","Mortality due to suicide","All ages","All people","Non-Indigenous people","All areas","Suicide deaths","Five-year aggregate","Number","Non-Indigenous people","All people","","","","ABS Causes of Death Australia","no.","4192","3457","3605","1748","1102","414","257","106","10753","14210",""
"CtG14A.3","2018-2022","Mortality due to suicide","All ages","All people","Aboriginal and Torres Strait Islander people","All areas","Suicide deaths","Five-year aggregate","Rate per 100000 people","Aboriginal and Torres Strait Islander people","All people","","","","ABS (unpublished) Causes of Death Australia","rate (AS)","19.6","33.0","25.6","35.3","21.4","np","np","32.6","25.1","25.7",""
"CtG14A.3","2018-2022","Mortality due to suicide","All ages","All people","Non-Indigenous people","All areas","Suicide deaths","Five-year aggregate","Rate per 100000 people","Non-Indigenous people","All people","","","","ABS (unpublished) Causes of Death Australia","rate (AS)","10.6","10.0","14.5","13.2","12.6","np","np","13.5","12.3","11.7",""
"CtG14A.3","2018-2022","Mortality due to suicide","All ages","All people","Aboriginal and Torres Strait Islander people","All areas","Suicide deaths","Five-year aggregate","Number","Aboriginal and Torres Strait Islander people","All people","","","","ABS (unpublished) Causes of Death Australia","no.","277","114","324","198","51","14","10","131","981","1095",""
"CtG14A.3","2018-2022","Mortality due to suicide","All ages","All people","Non-Indigenous people","All areas","Suicide deaths","Five-year aggregate","Number","Non-Indigenous people","All people","","","","ABS (unpublished) Causes of Death Australia","no.","4301","3382","3620","1704","1102","411","270","113","10840","14222",""
"CtG14A.3","2017-2021","Mortality due to suicide","All ages","All people","Aboriginal and Torres Strait Islander people","All areas","Suicide deaths","Five-year aggregate","Rate per 100000 people","Aboriginal and Torres Strait Islander people","All people","","","","ABS (unpublished) Causes of Death Australia","rate (AS)","18.1","np","25.5","32.2","21.4","np","np","32.0","24.0","np",""
"CtG14A.3","2017-2021","Mortality due to suicide","All ages","All people","Non-Indigenous people","All areas","Suicide deaths","Five-year aggregate","Rate per 100000 people","Non-Indigenous people","All people","","","","ABS (unpublished) Causes of Death Australia","rate (AS)","10.8","np","15.0","13.7","12.5","np","np","13.6","12.6","np",""
"CtG14A.3","2017-2021","Mortality due to suicide","All ages","All people","Aboriginal and Torres Strait Islander people","All areas","Suicide deaths","Five-year aggregate","Number","Aboriginal and Torres Strait Islander people","All people","","","","ABS (unpublished) Causes of Death Australia","no.","255","95","318","179","51","11","11","130","933","np",""
"CtG14A.3","2017-2021","Mortality due to suicide","All ages","All people","Non-Indigenous people","All areas","Suicide deaths","Five-year aggregate","Number","Non-Indigenous people","All people","","","","ABS (unpublished) Causes of Death Australia","no.","4322","3369","3659","1743","1083","406","272","116","10923","np",""
"CtG14A.3","2016-2020","Mortality due to suicide","All ages","All people","Aboriginal and Torres Strait Islander people","All areas","Suicide deaths","Five-year aggregate","Rate per 100000 people","Aboriginal and Torres Strait Islander people","All people","","","","ABS (unpublished) Causes of Death Australia","rate (AS)","17.3","np","25.5","31.0","18.5","np","np","29.9","23.3","np",""
"CtG14A.3","2016-2020","Mortality due to suicide","All ages","All people","Non-Indigenous people","All areas","Suicide deaths","Five-year aggregate","Rate per 100000 people","Non-Indigenous people","All people","","","","ABS (unpublished) Causes of Death Australia","rate (AS)","10.7","np","14.8","13.6","12.7","np","np","14.4","12.5","np",""
"CtG14A.3","2016-2020","Mortality due to suicide","All ages","All people","Aboriginal and Torres Strait Islander people","All areas","Suicide deaths","Five-year aggregate","Number","Aboriginal and Torres Strait Islander people","All people","","","","ABS (unpublished) Causes of Death Australia","no.","239","80","312","179","42","9","10","123","895","np",""
"CtG14A.3","2016-2020","Mortality due to suicide","All ages","All people","Non-Indigenous people","All areas","Suicide deaths","Five-year aggregate","Number","Non-Indigenous people","All people","","","","ABS (unpublished) Causes of Death Australia","no.","4222","3349","3560","1717","1084","422","234","122","10705","np",""
"CtG14A.3","2015-2019","Mortality due to suicide","All ages","All people","Aboriginal and Torres Strait Islander people","All areas","Suicide deaths","Five-year aggregate","Rate per 100000 people","Aboriginal and Torres Strait Islander people","All people","","","","ABS (unpublished) Causes of Death Australia","rate (AS)","17.0","np","24.0","31.9","18.1","np","np","26.4","22.5","np",""
"CtG14A.3","2015-2019","Mortality due to suicide","All ages","All people","Non-Indigenous people","All areas","Suicide deaths","Five-year aggregate","Rate per 100000 people","Non-Indigenous people","All people","","","","ABS (unpublished) Causes of Death Australia","rate (AS)","10.8","np","15.1","13.7","12.8","np","np","15.7","12.7","np",""
"CtG14A.3","2015-2019","Mortality due to suicide","All ages","All people","Aboriginal and Torres Strait Islander people","All areas","Suicide deaths","Five-year aggregate","Number","Aboriginal and Torres Strait Islander people","All people","","","","ABS (unpublished) Causes of Death Australia","no.","223","43","293","183","39","8","9","109","847","np",""
"CtG14A.3","2015-2019","Mortality due to suicide","All ages","All people","Non-Indigenous people","All areas","Suicide deaths","Five-year aggregate","Number","Non-Indigenous people","All people","","","","ABS (unpublished) Causes of Death Australia","no.","4154","3365","3534","1726","1094","422","219","133","10641","np",""
"CtG14A.3","2014-2018","Mortality due to suicide","All ages","All people","Aboriginal and Torres Strait Islander people","All areas","Suicide deaths","Five-year aggregate","Rate per 100000 people","Aboriginal and Torres Strait Islander people","All people","","","","ABS (unpublished) Causes of Death Australia","rate (AS)","15.0","np","21.9","35.3","18.6","np","np","26.6","21.6","np",""
